"FullName","SizeMB","CreationTime","Extension"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_213706.jpg","4.7","18-10-2025 01:05:15",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_213710.jpg","4.53","18-10-2025 01:05:16",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214045.jpg","5.94","18-10-2025 01:05:16",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214052.jpg","6.13","18-10-2025 01:05:20",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214057.jpg","6.22","18-10-2025 01:05:21",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214221.jpg","4.16","18-10-2025 01:05:22",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214222.jpg","4.12","18-10-2025 01:05:23",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214259.jpg","4.22","18-10-2025 01:05:27",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214301.jpg","4.22","18-10-2025 01:05:28",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214305.jpg","4.18","18-10-2025 01:05:29",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214308.jpg","4.08","18-10-2025 01:05:30",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214315.jpg","4.07","18-10-2025 01:05:33",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214317.jpg","4.22","18-10-2025 01:05:34",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214328.jpg","4.55","18-10-2025 01:05:35",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214330.jpg","3.96","18-10-2025 01:05:36",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214436.jpg","5.82","18-10-2025 01:05:37",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241020_214554.jpg","4.22","18-10-2025 01:05:38",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241021_085343.jpg","4.85","18-10-2025 01:05:41",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241021_110439.jpg","3.68","18-10-2025 01:05:43",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241022_104659.jpg","4.31","18-10-2025 01:05:44",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241022_104705.jpg","4.61","18-10-2025 01:05:45",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241022_104714.jpg","4.45","18-10-2025 01:05:45",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241022_105210.jpg","7.22","18-10-2025 01:05:49",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241022_105215.jpg","6.89","18-10-2025 01:05:51",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241022_105223.jpg","6.6","18-10-2025 01:05:51",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241022_105233.jpg","7.35","18-10-2025 01:05:52",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241022_105253.jpg","6.55","18-10-2025 01:05:53",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241022_105259.jpg","4.6","18-10-2025 01:05:56",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241023_063718.jpg","6.16","18-10-2025 01:05:58",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241023_064623.jpg","6.36","18-10-2025 01:05:59",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241023_064632.jpg","7.47","18-10-2025 01:05:59",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241023_092814.jpg","3.64","18-10-2025 01:06:00",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241026_075859.jpg","3.48","18-10-2025 01:06:04",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241026_075902.jpg","3.75","18-10-2025 01:06:05",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241026_144843.jpg","4.66","18-10-2025 01:06:06",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241026_153447.jpg","6","18-10-2025 01:06:07",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241026_153448.jpg","6.09","18-10-2025 01:06:08",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_055302.jpg","3.14","18-10-2025 01:06:12",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_055305.jpg","3.04","18-10-2025 01:06:13",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_055336.jpg","3.7","18-10-2025 01:06:14",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_055453.jpg","4.2","18-10-2025 01:06:14",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_055514.jpg","3.07","18-10-2025 01:06:18",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_055516.jpg","2.86","18-10-2025 01:06:19",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_065927.jpg","2.65","18-10-2025 01:06:20",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_065954.jpg","2.14","18-10-2025 01:06:21",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_065956.jpg","2.14","18-10-2025 01:06:22",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_070455.jpg","3.85","18-10-2025 01:06:25",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_070508.jpg","4.39","18-10-2025 01:06:27",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_072826.jpg","4.85","18-10-2025 01:06:28",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_072828.jpg","4.78","18-10-2025 01:06:29",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_074118.jpg","5.38","18-10-2025 01:06:30",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_074120.jpg","4.31","18-10-2025 01:06:30",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_074223.jpg","4.27","18-10-2025 01:06:34",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_074231.jpg","4.82","18-10-2025 01:06:35",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_074233.jpg","4.2","18-10-2025 01:06:36",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_074235.jpg","4.75","18-10-2025 01:06:37",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_074239.jpg","4.63","18-10-2025 01:06:38",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_074242.jpg","4.59","18-10-2025 01:06:42",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082329.jpg","4.59","18-10-2025 01:06:43",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082351.jpg","5.51","18-10-2025 01:06:44",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082352.jpg","5.62","18-10-2025 01:06:45",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082353.jpg","5.48","18-10-2025 01:06:46",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082440.jpg","6.11","18-10-2025 01:06:49",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082511.jpg","4.36","18-10-2025 01:06:50",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082708.jpg","5.44","18-10-2025 01:06:52",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082711.jpg","4.14","18-10-2025 01:06:52",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082752.jpg","5.79","18-10-2025 01:06:53",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082758.jpg","5.74","18-10-2025 01:06:57",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082826.jpg","4.54","18-10-2025 01:06:58",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_082831.jpg","4.79","18-10-2025 01:06:59",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083230.jpg","4.6","18-10-2025 01:07:00",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083232.jpg","4.89","18-10-2025 01:07:01",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083315.jpg","3.35","18-10-2025 01:07:05",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083320.jpg","4.08","18-10-2025 01:07:06",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083323.jpg","3.88","18-10-2025 01:07:07",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083736.jpg","4.7","18-10-2025 01:07:08",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083739.jpg","4.73","18-10-2025 01:07:09",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083743.jpg","4.34","18-10-2025 01:07:13",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083751.jpg","4.94","18-10-2025 01:07:14",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083808.jpg","4.31","18-10-2025 01:07:15",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083812.jpg","3.71","18-10-2025 01:07:16",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083825.jpg","4.9","18-10-2025 01:07:17",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083827.jpg","4.89","18-10-2025 01:07:21",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083849.jpg","4.77","18-10-2025 01:07:21",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083851.jpg","5.05","18-10-2025 01:07:23",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083906.jpg","4.46","18-10-2025 01:07:23",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083908.jpg","3.95","18-10-2025 01:07:25",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083911.jpg","5.4","18-10-2025 01:07:28",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083956.jpg","4.36","18-10-2025 01:07:30",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_083959.jpg","4.4","18-10-2025 01:07:31",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084017.jpg","4.58","18-10-2025 01:07:32",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084018.jpg","4.63","18-10-2025 01:07:35",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084209.jpg","4.3","18-10-2025 01:07:36",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084211.jpg","5.36","18-10-2025 01:07:37",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084256.jpg","5.96","18-10-2025 01:07:39",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084259.jpg","6.01","18-10-2025 01:07:40",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084452.jpg","5.13","18-10-2025 01:07:41",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084454.jpg","5.51","18-10-2025 01:07:45",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084513.jpg","3.32","18-10-2025 01:07:46",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084517.jpg","3.92","18-10-2025 01:07:47",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084519.jpg","3.91","18-10-2025 01:07:48",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084558.jpg","5.07","18-10-2025 01:07:49",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084600.jpg","6.79","18-10-2025 01:07:53",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084603.jpg","5.05","18-10-2025 01:07:54",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084714.jpg","6.56","18-10-2025 01:07:55",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084716.jpg","4.61","18-10-2025 01:07:56",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084721.jpg","5.47","18-10-2025 01:07:57",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_084723.jpg","4.93","18-10-2025 01:08:01",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_085135.jpg","6.69","18-10-2025 01:08:02",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_085137.jpg","8.29","18-10-2025 01:08:04",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_085440.jpg","3.96","18-10-2025 01:08:04",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_090123.jpg","2.8","18-10-2025 01:08:05",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091142.jpg","3.32","18-10-2025 01:08:10",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091145.jpg","2.91","18-10-2025 01:08:11",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091147.jpg","3.04","18-10-2025 01:08:12",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091157.jpg","3.09","18-10-2025 01:08:14",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091159.jpg","3.16","18-10-2025 01:08:16",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091415.jpg","6.9","18-10-2025 01:08:20",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091428.jpg","7.06","18-10-2025 01:08:23",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091431.jpg","8.54","18-10-2025 01:08:25",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091440.jpg","7.03","18-10-2025 01:08:26",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091445.jpg","6.88","18-10-2025 01:08:27",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091638.jpg","7.09","18-10-2025 01:08:31",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091649.jpg","3.83","18-10-2025 01:08:31",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_091650.jpg","5.24","18-10-2025 01:08:33",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_093859.jpg","3.56","18-10-2025 01:08:34",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_093902.jpg","4.87","18-10-2025 01:08:34",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_093903.jpg","3.71","18-10-2025 01:08:39",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_094036.jpg","5.58","18-10-2025 01:08:40",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_094041.jpg","5.54","18-10-2025 01:08:41",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_104414.jpg","3.97","18-10-2025 01:08:42",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_104428.jpg","5.1","18-10-2025 01:08:43",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_104433.jpg","5.57","18-10-2025 01:08:47",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_104442.jpg","4.64","18-10-2025 01:08:48",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_104443.jpg","4.77","18-10-2025 01:08:50",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_130859.jpg","4.82","18-10-2025 01:08:50",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_130908.jpg","4.13","18-10-2025 01:08:52",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_130917.jpg","6.72","18-10-2025 01:08:56",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_130920.jpg","4.31","18-10-2025 01:08:57",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_131001.jpg","3.71","18-10-2025 01:08:58",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_131004.jpg","3.9","18-10-2025 01:08:59",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_131227.jpg","5.72","18-10-2025 01:09:03",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_131233.jpg","4.19","18-10-2025 01:09:04",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_131241.jpg","6.1","18-10-2025 01:09:05",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_133819.jpg","4.24","18-10-2025 01:09:07",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_133822.jpg","4.18","18-10-2025 01:09:08",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_133830.jpg","2.93","18-10-2025 01:09:09",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_133832.jpg","3.56","18-10-2025 01:09:13",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_133834.jpg","2.59","18-10-2025 01:09:14",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_134457.jpg","4.33","18-10-2025 01:09:15",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_134501.jpg","5.57","18-10-2025 01:09:16",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_134508.jpg","4.31","18-10-2025 01:09:19",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_140650.jpg","5.13","18-10-2025 01:09:22",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_140702.jpg","5.65","18-10-2025 01:09:24",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_140736.jpg","4.61","18-10-2025 01:09:24",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_140742.jpg","4.82","18-10-2025 01:09:25",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_140817.jpg","5.05","18-10-2025 01:09:26",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_144246.jpg","4.56","18-10-2025 01:09:31",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_144249.jpg","3.75","18-10-2025 01:09:32",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_144251.jpg","4.22","18-10-2025 01:09:33",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_144253.jpg","4.17","18-10-2025 01:09:34",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_144255.jpg","4.73","18-10-2025 01:09:35",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_144257.jpg","4.46","18-10-2025 01:09:40",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_144300.jpg","4.71","18-10-2025 01:09:41",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_144302.jpg","4.71","18-10-2025 01:09:42",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_144304.jpg","2.84","18-10-2025 01:09:43",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_144307.jpg","4.65","18-10-2025 01:09:44",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_144313.jpg","4.75","18-10-2025 01:09:49",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_145231.jpg","3.88","18-10-2025 01:09:50",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_145233.jpg","5.05","18-10-2025 01:09:51",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_145239.jpg","4.9","18-10-2025 01:09:52",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_145244.jpg","4.81","18-10-2025 01:09:54",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_145248.jpg","4.67","18-10-2025 01:09:58",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_145255.jpg","4.28","18-10-2025 01:09:59",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_145311.jpg","4.62","18-10-2025 01:09:59",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_145324.jpg","3.43","18-10-2025 01:09:59",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_145329.jpg","3","18-10-2025 01:10:00",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_163943.jpg","3.71","18-10-2025 01:10:00",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_164000.jpg","3.83","18-10-2025 01:10:00",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_164005.jpg","4.93","18-10-2025 01:10:01",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_164007.jpg","5.02","18-10-2025 01:10:01",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_164843.jpg","3.73","18-10-2025 01:10:02",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_164847.jpg","3.36","18-10-2025 01:10:02",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_164914.jpg","3.73","18-10-2025 01:10:03",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_165001.jpg","6.39","18-10-2025 01:10:03",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_165014.jpg","5.82","18-10-2025 01:10:07",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_165412.jpg","3.31","18-10-2025 01:10:08",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_165417.jpg","4.07","18-10-2025 01:10:08",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_165420.jpg","4.21","18-10-2025 01:10:09",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241027_165447.jpg","4.64","18-10-2025 01:10:09",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241028_080007.jpg","2.73","18-10-2025 01:10:13",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241028_092816.jpg","3.57","18-10-2025 01:10:13",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241030_075846.jpg","2.74","18-10-2025 01:10:14",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241030_075851.jpg","3.45","18-10-2025 01:10:15",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241030_101427.jpg","4.63","18-10-2025 01:10:15",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241030_103047.jpg","5.15","18-10-2025 01:10:19",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241030_103054.jpg","5.18","18-10-2025 01:10:20",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241031_141747.jpg","6.9","18-10-2025 01:10:20",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241031_141754.jpg","7.37","18-10-2025 01:10:21",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241031_141805.jpg","5.48","18-10-2025 01:10:22",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241031_141807.jpg","5.42","18-10-2025 01:10:25",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241031_142406.jpg","5.93","18-10-2025 01:10:26",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241031_142412.jpg","7.23","18-10-2025 01:10:27",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241031_142438.jpg","6.09","18-10-2025 01:10:27",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241031_142443.jpg","5.39","18-10-2025 01:10:28",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241031_204129.jpg","3.3","18-10-2025 01:10:31",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241031_204146.jpg","4.96","18-10-2025 01:10:32",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241101_100718.jpg","3.57","18-10-2025 01:10:33",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241101_100720.jpg","3.82","18-10-2025 01:10:34",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241101_100739.jpg","3.63","18-10-2025 01:10:35",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241101_100754.jpg","3.72","18-10-2025 01:10:38",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241102_155801.jpg","4.98","18-10-2025 01:10:39",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241102_155808.jpg","5.04","18-10-2025 01:10:39",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241104_075455.jpg","2.51","18-10-2025 01:10:40",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_092816.jpg","3.48","18-10-2025 01:10:41",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_162601.jpg","6.43","18-10-2025 01:10:44",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_164819.jpg","6.93","18-10-2025 01:10:45",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_164827.jpg","6.73","18-10-2025 01:10:46",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_165323.jpg","6.6","18-10-2025 01:10:47",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_170132.jpg","5.75","18-10-2025 01:10:48",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_170138.jpg","8.79","18-10-2025 01:10:51",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_170140.jpg","8.16","18-10-2025 01:10:52",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_170212.jpg","7.75","18-10-2025 01:10:53",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_170215.jpg","7.55","18-10-2025 01:10:54",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_170219.jpg","5.6","18-10-2025 01:10:57",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_170247.jpg","4.12","18-10-2025 01:10:58",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_170249.jpg","4.23","18-10-2025 01:10:59",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241107_170401.jpg","7.79","18-10-2025 01:11:00",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_062544.jpg","3.77","18-10-2025 01:11:04",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_062552.jpg","6.33","18-10-2025 01:11:04",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_062641.jpg","3.66","18-10-2025 01:11:05",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_062644.jpg","3.16","18-10-2025 01:11:07",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_062713.jpg","3.51","18-10-2025 01:11:10",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_062723.jpg","3.51","18-10-2025 01:11:10",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_062731.jpg","4.35","18-10-2025 01:11:11",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_062739.jpg","4","18-10-2025 01:11:12",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_062747.jpg","6.69","18-10-2025 01:11:13",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_062817.jpg","4.85","18-10-2025 01:11:16",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_070432.jpg","8.85","18-10-2025 01:11:17",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_070513.jpg","5.17","18-10-2025 01:11:18",".jpg"
"C:\All phones data\mom new one storage\Camera\IMG_20241108_070518.jpg","5.92","18-10-2025 01:11:19",".jpg"
